Dataset,Batch Size,Device,Nbr Epoch,Training Time,Training Energy,Training Carbon,Accuracy,CPU Energy,GPU Energy,RAM Energy
FashionMNIST,10,cuda,1,27.562097787857056,0.0009990054380368,5.4945299092024825e-05,88.45,0.0004427699964379,0.0004669004222436,8.933501935520572e-05
FashionMNIST,10,cuda,1,26.264789819717407,0.0009555156143122,5.255335878717322e-05,87.63,0.0004246381955436,0.000445746810511,8.513060825753372e-05
FashionMNIST,10,cuda,1,26.588903665542603,0.0009688982654215,5.328940459818772e-05,87.68,0.0004287175240848,0.0004539998671786,8.618087415807215e-05
FashionMNIST,10,cuda,1,26.44850349426269,0.0009585367898983,5.27195234444098e-05,86.82,0.0004268343214671,0.0004459764448858,8.572602354532004e-05
FashionMNIST,10,cuda,1,26.36297917366028,0.0009608963470182,5.284929908600552e-05,87.31,0.0004258976540511,0.0004495500115891,8.544868137796973e-05
FashionMNIST,10,cuda,1,28.04177498817444,0.0010121053301339,5.5665793157367154e-05,87.51,0.0004491554665463,0.0004720599511098,9.088991247775388e-05
FashionMNIST,10,cuda,1,26.1430504322052,0.0009491415652258,5.220278608741933e-05,87.78,0.000422782526559,0.0004416231721498,8.473586651686807e-05
FashionMNIST,10,cuda,1,27.468874216079712,0.0009911335795017,5.45123468725941e-05,87.39,0.0004418671184934,0.0004602331798917,8.903328111652418e-05
FashionMNIST,10,cuda,1,28.35078954696656,0.0010557638099985,5.806700954992022e-05,86.41,0.0004820929287296,0.0004817795352156,9.189134605331988e-05
FashionMNIST,10,cuda,1,27.077635049819943,0.0009795483167077,5.38751574189238e-05,87.58,0.0004336646183203,0.0004581188321597,8.776486622769577e-05
FashionMNIST,10,cuda,1,26.3727502822876,0.0009557596522846,5.25667808756542e-05,87.64,0.0004263136924395,0.0004439655429422,8.548041690277103e-05
FashionMNIST,10,cuda,1,28.57310390472412,0.0010456068825046,5.750837853775376e-05,88.19,0.000485667395478,0.0004673260192709,9.261346775560849e-05
FashionMNIST,10,cuda,1,27.11912441253662,0.000986040351658,5.423221934119283e-05,88.2,0.0004371380552657,0.0004610028634721,8.789943292022475e-05
FashionMNIST,10,cuda,1,26.110405921936035,0.000948777881263,5.218278346946964e-05,86.5,0.0004218240052367,0.0004423251842304,8.462869179597599e-05
FashionMNIST,10,cuda,1,26.261877298355103,0.0009574365660884,5.26590111348649e-05,87.55,0.0004252589902069,0.0004470579234853,8.511965239616302e-05
FashionMNIST,10,cuda,1,26.98033809661865,0.0009840134479525,5.412073963738945e-05,87.15,0.000435913234008,0.0004606518413633,8.744837258113772e-05
FashionMNIST,10,cuda,1,26.73308897018433,0.0009706442230584,5.338543226821292e-05,87.09,0.0004311693866018,0.000452827965731,8.664687072543075e-05
FashionMNIST,10,cuda,1,28.049249172210693,0.0010377267291135,5.707497010124744e-05,87.96,0.0004700625304941,0.0004767512655417,9.09129330777041e-05
FashionMNIST,10,cuda,1,26.23252367973328,0.0009537495713569,5.245622642463317e-05,87.34,0.0004236451216936,0.0004450797959754,8.502465368793973e-05
