Dataset,Batch Size,Device,Nbr Epoch,Training Time,Training Energy,Training Carbon,Accuracy,CPU Energy,GPU Energy,RAM Energy
FashionMNIST,10,cpu,1,92.01448011398315,0.0029502098102281,0.0001622615395625,86.67,0.0024095851957221,0.0002423921177796,0.0002982324967263
FashionMNIST,10,cpu,1,90.49838614463806,0.0028964124867102,0.000159302686769,87.11,0.0023740800231513,0.0002290159046391,0.0002933165589197
FashionMNIST,10,cpu,1,89.6179141998291,0.002879517804812,0.0001583734792646,87.01,0.0023531070072063,0.000235948343347,0.0002904624542586
FashionMNIST,10,cpu,1,91.42306017875671,0.00176210549336,9.691580213480028e-05,87.99,0.0012251334267726,0.0002406567065082,0.0002963153600791
FashionMNIST,10,cpu,1,96.22584009170532,0.0030783852881358,0.0001693111908474,87.61,0.0025151914621515,0.000251314355812,0.0003118794701721
FashionMNIST,10,cpu,1,88.41020274162292,0.0028422586023225,0.0001563242231277,87.67,0.0023229420280743,0.0002327685994929,0.0002865479747551
FashionMNIST,10,cpu,1,88.42632579803467,0.0028361549644434,0.0001559885230443,87.6,0.0023189544554398,0.0002306002493357,0.0002866002596678
FashionMNIST,10,cpu,1,85.8374457359314,0.0027571110869702,0.0001516411097833,88.13,0.0022595108784406,0.0002193906040165,0.000278209604513
FashionMNIST,10,cpu,1,90.11640214920044,0.0028866294795502,0.0001587646213752,87.98,0.002362196939756,0.0002323543239406,0.0002920782158535
FashionMNIST,10,cpu,1,86.33145308494568,0.0027653991063689,0.0001520969508502,87.52,0.0022647432609598,0.0002208449132506,0.0002798109321585
FashionMNIST,10,cpu,1,89.23506331443787,0.0028593646603419,0.0001572650563188,87.56,0.0023399868111546,0.0002301562447528,0.0002892216044345
FashionMNIST,10,cpu,1,87.51157832145691,0.0016492009121564,9.070605016860402e-05,88.18,0.0011420175755577,0.0002235474426232,0.0002836358939754
FashionMNIST,10,cpu,1,89.22733950614929,0.0028531737647772,0.0001569245570627,87.01,0.0023333423491723,0.0002306341322862,0.0002891972833186
FashionMNIST,10,cpu,1,91.41908812522888,0.0029355939187605,0.0001614576655318,87.13,0.0023910530900631,0.0002482381886376,0.0002963026400597
FashionMNIST,10,cpu,1,91.53334546089172,0.0029217233789819,0.000160694785844,84.93,0.0023865535356301,0.0002384993149254,0.0002966705284263
FashionMNIST,10,cpu,1,94.4508900642395,0.0030055425911057,0.0001653048425108,88.67,0.0024608104372578,0.0002386029924676,0.0003061291613802
FashionMNIST,10,cpu,1,88.81491112709045,0.0028442374670348,0.0001564330606869,88.09,0.0023292049528069,0.0002271728582816,0.0002878596559463
FashionMNIST,10,cpu,1,93.01649975776672,0.0029784115478929,0.0001638126351341,87.22,0.0024315727844233,0.0002453611356597,0.0003014776278098
FashionMNIST,10,cpu,1,89.61247706413269,0.0028656807768751,0.0001576124427281,87.51,0.0023464639524474,0.0002287697769939,0.0002904470474337
FashionMNIST,10,cpu,1,88.71551370620728,0.0028526636335415,0.0001568964998447,87.44,0.0023220591387569,0.0002430650091662,0.0002875394856183
FashionMNIST,10,cpu,1,89.72338461875916,0.0028810666616828,0.0001584586663925,85.76,0.0023559550039291,0.0002343072419912,0.0002908044157624
FashionMNIST,10,cpu,1,95.33162593841551,0.0030433311696961,0.0001673832143332,88.29,0.0024879658631488,0.0002463838649373,0.0003089814416098
FashionMNIST,10,cpu,1,87.20917654037476,0.0027924843129469,0.000153586637212,86.23,0.002287174692516,0.000222654003272,0.0002826556171588
FashionMNIST,10,cpu,1,95.85932636260986,0.0030602777019168,0.0001683152736054,88.16,0.0025046352467621,0.0002449510476151,0.0003106914075395
FashionMNIST,10,cpu,1,89.63626384735107,0.0028686932742014,0.000157778130081,85.98,0.0023491596668262,0.0002290078103412,0.0002905257970339
FashionMNIST,10,cpu,1,92.32109665870668,0.002961079390218,0.0001628593664619,87.91,0.0024133537031814,0.0002485020202239,0.0002992236668126
FashionMNIST,10,cpu,1,89.08101797103882,0.0028522802086439,0.0001568754114754,86.93,0.002333746808107,0.0002298097414698,0.000288723659067
FashionMNIST,10,cpu,1,88.00389099121094,0.002858673783822,0.0001572270581102,88.12,0.0023103404096597,0.0002630997766767,0.0002852335974855
FashionMNIST,10,cpu,1,87.52809810638428,0.0028044332750054,0.0001542438301253,87.81,0.0022971263890885,0.0002236161577703,0.0002836907281465
FashionMNIST,10,cpu,1,88.61626410484314,0.0028368623556936,0.0001560274295631,87.18,0.0023232737530619,0.0002263708413147,0.0002872177613168
FashionMNIST,10,cpu,1,90.61030316352844,0.0029055412278638,0.0001598047675325,87.19,0.0023752329751848,0.0002366275624387,0.0002936806902402
FashionMNIST,10,cpu,1,94.91522669792175,0.0030320764670242,0.0001667642056863,87.71,0.0024741019215021,0.0002503430286169,0.0003076315169052
FashionMNIST,10,cpu,1,91.80277371406557,0.002938549076943,0.0001616201992318,86.51,0.0024066935247977,0.0002343096814595,0.0002975458706858
FashionMNIST,10,cpu,1,92.03948616981506,0.0029344033475789,0.0001613921841168,86.0,0.0024011802798315,0.0002349113531422,0.000298311714605
FashionMNIST,10,cpu,1,91.90585088729858,0.0029349047109259,0.0001614197591009,87.83,0.0024023748035649,0.0002346500026775,0.0002978799046834
FashionMNIST,10,cpu,1,89.70219254493713,0.0028672752158796,0.0001577001368733,88.07,0.0023495072276598,0.0002270301182264,0.0002907378699933
FashionMNIST,10,cpu,1,92.94601392745972,0.0029709857913754,0.0001634042185256,87.45,0.0024296740176265,0.0002400626426449,0.000301249131104
FashionMNIST,10,cpu,1,88.51104640960693,0.0028279923316737,0.000155539578242,87.13,0.0023128533408367,0.0002282641082623,0.0002868748825746
FashionMNIST,10,cpu,1,88.46972608566284,0.0028283448337443,0.0001555589658559,86.26,0.0023177152063929,0.0002238866037997,0.0002867430235516
FashionMNIST,10,cpu,1,89.9160315990448,0.0028874487979236,0.0001588096838858,87.61,0.0023566391053097,0.0002393808275265,0.0002914288650873
FashionMNIST,10,cpu,1,90.69507932662964,0.002899405449992,0.0001594672997495,88.27,0.0023714217771359,0.0002340278381117,0.0002939558347443
FashionMNIST,10,cpu,1,91.65526962280272,0.0029343402888361,0.0001613887158859,87.79,0.0023982977978033,0.0002389747890632,0.0002970677019694
FashionMNIST,10,cpu,1,93.94154167175292,0.0030115781417637,0.000165636797797,87.34,0.0024595096617728,0.0002475925355275,0.0003044759444633
FashionMNIST,10,cpu,1,91.24313497543336,0.0029123977574359,0.0001601818766589,87.72,0.0023882517680998,0.000228415952603,0.000295730036733
FashionMNIST,10,cpu,1,89.63382315635681,0.0028665516854071,0.0001576603426973,87.61,0.0023469305989318,0.0002291049950146,0.0002905160914606
FashionMNIST,10,cpu,1,91.20520305633544,0.0029266811981313,0.0001609674658972,87.54,0.0023883779745897,0.0002426924679958,0.0002956107555457
FashionMNIST,10,cpu,1,88.64206671714783,0.0028380068926931,0.0001560903790981,87.8,0.002326331338008,0.0002243732428333,0.0002873023118517
FashionMNIST,10,cpu,1,88.47866201400757,0.0028315860588575,0.0001557372332371,87.68,0.0023190189321581,0.0002257968464051,0.0002867702802943
FashionMNIST,10,cpu,1,90.42170524597168,0.002895156240135,0.0001592335932074,87.08,0.0023635144155322,0.0002385721388411,0.0002930696857616
FashionMNIST,10,cpu,1,89.88552141189575,0.0028847864398831,0.0001586632541935,87.15,0.0023613947866143,0.000232060911837,0.0002913307414318
FashionMNIST,10,cpu,1,89.01027369499207,0.0028447606254896,0.0001564618344019,87.15,0.0023290077584824,0.0002272578282838,0.0002884950387232
FashionMNIST,10,cpu,1,86.98564672470093,0.0027891839991255,0.0001534051199519,88.38,0.0022847828136581,0.0002224701341772,0.0002819310512902
FashionMNIST,10,cpu,1,92.417236328125,0.0029572477967709,0.0001626486288224,88.05,0.0024216750184495,0.0002360349414814,0.0002995378368398
FashionMNIST,10,cpu,1,87.12713527679443,0.0027870948157712,0.0001532902148674,87.87,0.0022846778330185,0.0002200266932504,0.0002823902895021
FashionMNIST,10,cpu,1,86.32283520698547,0.0027690931919237,0.0001523001255558,87.04,0.0022685830940316,0.0002207271843946,0.0002797829134973
FashionMNIST,10,cpu,1,89.6792368888855,0.0028709147467599,0.0001579003110717,87.9,0.0023535273689314,0.0002267239911558,0.0002906633866726
FashionMNIST,10,cpu,1,90.82480669021606,0.0029077450306483,0.0001599259766856,87.58,0.0023811501704741,0.0002322185476922,0.0002943763124818
FashionMNIST,10,cpu,1,88.91204762458801,0.0028595476784263,0.0001572751223134,87.79,0.0023320364364609,0.0002393337841292,0.0002881774578361
FashionMNIST,10,cpu,1,90.62586760520936,0.0028941608599204,0.0001591788472956,86.87,0.0023714936458045,0.0002289364327625,0.0002937307813533
FashionMNIST,10,cpu,1,90.7202501296997,0.0028995068218108,0.0001594728751995,88.23,0.0023764983164749,0.0002289726181572,0.0002940358871787
FashionMNIST,10,cpu,1,89.76917767524719,0.0017115534496493,9.413543973071384e-05,87.62,0.0011911534006997,0.0002294449611157,0.0002909550878338
FashionMNIST,10,cpu,1,94.44551610946657,0.0030236100315024,0.0001662985517326,86.3,0.0024709416453628,0.0002465592595046,0.000306109126635
FashionMNIST,10,cpu,1,91.40433025360107,0.0029165095005296,0.0001604080225291,87.68,0.0023914019053422,0.0002288516948815,0.0002962559003058
FashionMNIST,10,cpu,1,91.7256724834442,0.0029203069675248,0.0001606168832138,87.89,0.0023961558744231,0.0002268535830921,0.0002972975100095
FashionMNIST,10,cpu,1,87.38752746582031,0.0028035872471021,0.0001541972985906,86.03,0.0022969770906357,0.0002233765592787,0.0002832335971877
FashionMNIST,10,cpu,1,89.007315158844,0.0028464614548026,0.0001565553800141,88.19,0.0023327083644985,0.0002252681837048,0.0002884849065992
FashionMNIST,10,cpu,1,88.90064334869385,0.0016502121708765,9.076166939821192e-05,87.62,0.0011397195889971,0.0002223547399372,0.0002881378419421
FashionMNIST,10,cpu,1,89.83558368682861,0.0028799571885994,0.0001583976453729,87.21,0.0023569765780797,0.000231810592146,0.0002911700183736
FashionMNIST,10,cpu,1,90.61505794525146,0.0029027607375769,0.0001596518405667,86.99,0.0023773616571655,0.000231703239122,0.0002936958412893
FashionMNIST,10,cpu,1,87.64406514167786,0.0028096821685032,0.0001545325192676,87.18,0.0023016983210794,0.0002239163591202,0.0002840674883035
FashionMNIST,10,cpu,1,90.14006757736206,0.0028908717347029,0.0001589979454086,87.72,0.0023634195737897,0.000235295948105,0.0002921562128081
FashionMNIST,10,cpu,1,92.43335580825806,0.002961941802404,0.0001629067991322,87.11,0.0024209946134608,0.0002413588684399,0.0002995883205032
FashionMNIST,10,cpu,1,89.75296974182129,0.0028649403756176,0.0001575717206589,87.0,0.0023498947660254,0.0002241430570377,0.0002909025525545
FashionMNIST,10,cpu,1,90.2348403930664,0.002891455396003,0.0001590300467801,87.87,0.0023590037558126,0.0002399870258347,0.0002924646143557
FashionMNIST,10,cpu,1,89.50887179374695,0.0028717156977458,0.000157944363376,87.96,0.0023431354056179,0.0002384712142399,0.0002901090778879
FashionMNIST,10,cpu,1,90.69898676872252,0.0029033172870097,0.0001596824507855,88.16,0.0023778878809198,0.0002314630605804,0.0002939663455093
